timepoint	strain	frequency	weighted_distance_to_present	weighted_distance_to_future	fitness	projected_frequency	y	future_timepoint	model
1996-10-01	A/Fujian/126/1996	0.004375	9.950555	10.906794	0.02041944754051404	0.004377740465531422	9.945844098405598	1997-10-01	cTiter_x
1996-10-01	A/Fujian/152/1996	0.009079	17.937211999999995	17.393945999999993	0.02041944754051404	0.009084687014070805	17.935815820703752	1997-10-01	cTiter_x
1996-10-01	A/Fujian/202/1996	0.033065	11.502542999999996	11.807264	0.02041944754051404	0.03308571165549633	11.497797621310935	1997-10-01	cTiter_x
1996-10-01	A/Guangxi/125/1996	2.5e-05	13.332316999999998	12.918459	0.02041944754051404	2.5015659803036693e-05	13.330232725686274	1997-10-01	cTiter_x
1996-10-01	A/Guangxi/126/1996	2.5e-05	13.332316999999998	12.918459	0.02041944754051404	2.5015659803036693e-05	13.330232725686274	1997-10-01	cTiter_x
1996-10-01	A/Guangxi/127/1996	1e-05	14.158082000000006	13.763666999999995	0.02041944754051404	1.0006263921214678e-05	14.155886585002209	1997-10-01	cTiter_x
1996-10-01	A/Guangxi/9/1996	0.001376	13.163751999999999	12.178185999999998	0.02041944754051404	0.0013768619155591396	13.163032058068353	1997-10-01	cTiter_x
1996-10-01	A/Guangzhou/44/1996	0.017622	8.902344	9.970595	0.02041944754051404	0.0176330382819645	8.89757288062327	1997-10-01	cTiter_x
1996-10-01	A/Guangzhou/9/1996	0.0015869999999999999	12.386205000000002	11.918461000000002	0.02041944754051404	0.0015879940842967691	12.384156481957703	1997-10-01	cTiter_x
1996-10-01	A/Hainan/1/1996	0.011592	8.081658000000001	9.010169999999997	0.02041944754051404	0.011599261137472052	8.077001202752925	1997-10-01	cTiter_x
1996-10-01	A/Hainan/3/1996	0.011592	9.058476	9.7183	0.02041944754051404	0.011599261137472052	9.053802680477979	1997-10-01	cTiter_x
1996-10-01	A/Hainan/7/1996	0.011592	8.941035999999997	9.982896	0.02041944754051404	0.011599261137472052	8.93728774212657	1997-10-01	cTiter_x
1996-10-01	A/Hainan/9/1996	0.011592	9.917625	10.982611	0.02041944754051404	0.011599261137472052	9.914089219851622	1997-10-01	cTiter_x
1996-10-01	A/HongKong/357/1996	0.048034	8.985592	10.010168	0.02041944754051404	0.048064088119162574	8.980873026514598	1997-10-01	cTiter_x
1996-10-01	A/HongKong/358/1996	0.048034	10.188639	11.847592999999998	0.02041944754051404	0.048064088119162574	10.184801685855346	1997-10-01	cTiter_x
1996-10-01	A/HongKong/42/1996	0.000258	26.318448999999998	25.766237000000004	-39.0605488534885	2.749430707581994e-21	26.328415588158176	1997-10-01	cTiter_x
1996-10-01	A/Malaysia/10081/1996	0.010456	12.111189	11.180375000000002	0.02041944754051404	0.010462549556022065	12.110654269572747	1997-10-01	cTiter_x
1996-10-01	A/Malaysia/10111/1996	0.023578	12.111189	11.180375000000002	0.02041944754051404	0.023592769073439965	12.110654269572747	1997-10-01	cTiter_x
1996-10-01	A/Malaysia/10135/1996	0.012819999999999998	12.153837	10.921919	0.02041944754051404	0.012828030346997213	12.153616163718482	1997-10-01	cTiter_x
1996-10-01	A/Malaysia/10360/1996	0.033065	9.01553	10.010168	0.02041944754051404	0.03308571165549633	9.01082977944193	1997-10-01	cTiter_x
1996-10-01	A/Malaysia/10370/1996	0.033872	11.189069999999996	10.270293999999998	0.02041944754051404	0.03389321715393835	11.188356911426549	1997-10-01	cTiter_x
1996-10-01	A/Malaysia/10675/1996	0.083494	7.809813999999998	12.913754	0.02041944754051404	0.08354629998378982	7.799107241132951	1997-10-01	cTiter_x
1996-10-01	A/Malaysia/10717/1996	0.088601	7.999742999999999	12.833716	0.02041944754051404	0.08865649896835416	7.989155211162189	1997-10-01	cTiter_x
