average_distance_to_future	average_diversity_in_future	error_type	future_timepoint	null_validation_error	optimal_validation_error	predictors	sample	timepoint	type	validation_error	validation_n	validation_timepoint
10.039711343469627	7.644398555647989	validation	2024-10-01	8.870807647705078	4.645459175109863	naive	simulated_sample_3	2024-10-01	simulated	8.870807647705078	630	2023-10-01
9.644648880978384	9.214786541619999	validation	2025-04-01	8.351673126220701	4.680326461791992	naive	simulated_sample_3	2025-04-01	simulated	8.351673126220701	630	2024-04-01
11.15678979566338	7.3133370556039985	validation	2025-10-01	10.027960777282717	5.221319198608398	naive	simulated_sample_3	2025-10-01	simulated	10.027960777282717	630	2024-10-01
12.178026585247144	6.320209085518007	validation	2026-04-01	11.031343460083008	5.352275371551514	naive	simulated_sample_3	2026-04-01	simulated	11.031343460083008	630	2025-04-01
10.187962799097154	9.350948030285998	validation	2026-10-01	8.81419563293457	5.163720607757568	naive	simulated_sample_3	2026-10-01	simulated	8.81419563293457	630	2025-10-01
10.318444968070276	10.149633216753996	validation	2027-04-01	8.9808349609375	5.714028835296631	naive	simulated_sample_3	2027-04-01	simulated	8.9808349609375	630	2026-04-01
11.52401358840052	7.8844798774339955	validation	2027-10-01	10.137931823730467	3.9359333515167236	naive	simulated_sample_3	2027-10-01	simulated	10.137931823730467	630	2026-10-01
12.43323114022349	8.443837365721999	validation	2028-04-01	11.224288940429688	4.31951904296875	naive	simulated_sample_3	2028-04-01	simulated	11.224288940429688	630	2027-04-01
11.421574228779573	9.828334324361997	validation	2028-10-01	9.798771858215332	5.2636146545410165	naive	simulated_sample_3	2028-10-01	simulated	9.798771858215332	630	2027-10-01
11.853920350336962	8.763936013798006	validation	2029-04-01	10.142375946044922	4.758584976196289	naive	simulated_sample_3	2029-04-01	simulated	10.142375946044922	630	2028-04-01
10.767150315821093	8.533283295271984	validation	2029-10-01	8.827465057373047	4.664517402648926	naive	simulated_sample_3	2029-10-01	simulated	8.827465057373047	630	2028-10-01
10.883161541519037	8.658690097949997	validation	2030-04-01	9.13919734954834	4.080113410949707	naive	simulated_sample_3	2030-04-01	simulated	9.13919734954834	630	2029-04-01
10.592990511446887	9.69787256239	validation	2030-10-01	8.675748825073242	4.457646369934082	naive	simulated_sample_3	2030-10-01	simulated	8.675748825073242	630	2029-10-01
10.398620245983366	8.506376976652001	validation	2031-04-01	8.897302627563477	5.033621788024902	naive	simulated_sample_3	2031-04-01	simulated	8.897302627563477	630	2030-04-01
12.745236611862365	8.074936203013996	validation	2031-10-01	11.213544845581056	5.562605857849121	naive	simulated_sample_3	2031-10-01	simulated	11.213544845581056	630	2030-10-01
12.415816368443002	7.737796974908003	validation	2032-04-01	11.274543762207033	5.817165851593018	naive	simulated_sample_3	2032-04-01	simulated	11.274543762207033	630	2031-04-01
9.596737075753492	8.582242122319999	validation	2032-10-01	8.112485885620117	4.156171798706056	naive	simulated_sample_3	2032-10-01	simulated	8.112485885620117	630	2031-10-01
9.570113640067962	8.667964721333995	validation	2033-04-01	7.566833972930907	3.7286555767059326	naive	simulated_sample_3	2033-04-01	simulated	7.566833972930907	630	2032-04-01
10.449314002008077	7.536175252210004	validation	2033-10-01	9.075377464294434	4.591598510742188	naive	simulated_sample_3	2033-10-01	simulated	9.075377464294434	630	2032-10-01
9.48641356582742	8.491161514726008	validation	2034-04-01	8.042771339416504	4.256805419921875	naive	simulated_sample_3	2034-04-01	simulated	8.042771339416504	630	2033-04-01
11.047171021225374	7.971800384174003	validation	2034-10-01	9.798734664916992	4.49855899810791	naive	simulated_sample_3	2034-10-01	simulated	9.798734664916992	630	2033-10-01
11.444662861821875	8.122838474983997	validation	2035-04-01	10.012824058532717	4.250570297241212	naive	simulated_sample_3	2035-04-01	simulated	10.012824058532717	630	2034-04-01
9.809855700043807	9.719453672458	validation	2035-10-01	8.239439010620117	4.487292766571045	naive	simulated_sample_3	2035-10-01	simulated	8.239439010620117	630	2034-10-01
10.353382914304138	10.374733690232	validation	2036-04-01	8.096508979797362	4.763169765472412	naive	simulated_sample_3	2036-04-01	simulated	8.096508979797362	630	2035-04-01
10.44864488023476	9.286524938412008	validation	2036-10-01	7.909486770629883	3.3251097202301025	naive	simulated_sample_3	2036-10-01	simulated	7.909486770629883	630	2035-10-01
10.313381920405826	5.6066727234180025	validation	2037-04-01	8.868370056152344	4.187769412994385	naive	simulated_sample_3	2037-04-01	simulated	8.868370056152344	630	2036-04-01
10.075052708107265	6.616510491038	validation	2037-10-01	8.721632957458496	4.502758979797363	naive	simulated_sample_3	2037-10-01	simulated	8.721632957458496	630	2036-10-01
7.373162029856813	5.352808357684	validation	2038-04-01	6.3821067810058585	4.2280097007751465	naive	simulated_sample_3	2038-04-01	simulated	6.3821067810058585	630	2037-04-01
8.853572574872876	7.290070272527993	validation	2038-10-01	7.457705974578857	4.831350803375244	naive	simulated_sample_3	2038-10-01	simulated	7.457705974578857	630	2037-10-01
6.983711295705488	8.196229306242005	validation	2039-04-01	5.239253044128418	3.1054012775421143	naive	simulated_sample_3	2039-04-01	simulated	5.239253044128418	630	2038-04-01
9.885173711132241	9.258813735699995	validation	2039-10-01	8.122015953063965	4.593120098114014	naive	simulated_sample_3	2039-10-01	simulated	8.122015953063965	630	2038-10-01
11.893889033320903	6.1563412612040045	validation	2040-04-01	10.507323265075684	4.378916263580321	naive	simulated_sample_3	2040-04-01	simulated	10.507323265075684	630	2039-04-01
9.804370406427356	8.135617632332	validation	2040-10-01	8.600804328918457	4.335620880126953	naive	simulated_sample_3	2040-10-01	simulated	8.600804328918457	630	2039-10-01
8.12027028879061	7.644398555647989	validation	2024-10-01	8.870807647705078	4.645459175109863	normalized_fitness	simulated_sample_3	2024-10-01	simulated	7.433605194091798	630	2023-10-01
7.779859883389737	9.214786541619999	validation	2025-04-01	8.351673126220701	4.680326461791992	normalized_fitness	simulated_sample_3	2025-04-01	simulated	6.439925193786621	630	2024-04-01
9.222651226181103	7.3133370556039985	validation	2025-10-01	10.027960777282717	5.221319198608398	normalized_fitness	simulated_sample_3	2025-10-01	simulated	8.45368480682373	630	2024-10-01
11.253093396199844	6.320209085518007	validation	2026-04-01	11.031343460083008	5.352275371551514	normalized_fitness	simulated_sample_3	2026-04-01	simulated	10.687891006469727	630	2025-04-01
6.7598442470602595	9.350948030285998	validation	2026-10-01	8.81419563293457	5.163720607757568	normalized_fitness	simulated_sample_3	2026-10-01	simulated	5.81237268447876	630	2025-10-01
8.927289188308464	10.149633216753996	validation	2027-04-01	8.9808349609375	5.714028835296631	normalized_fitness	simulated_sample_3	2027-04-01	simulated	7.758859634399414	630	2026-04-01
8.900213732880667	7.8844798774339955	validation	2027-10-01	10.137931823730467	3.9359333515167236	normalized_fitness	simulated_sample_3	2027-10-01	simulated	7.925327777862549	630	2026-10-01
7.38526892999271	8.443837365721999	validation	2028-04-01	11.224288940429688	4.31951904296875	normalized_fitness	simulated_sample_3	2028-04-01	simulated	6.670828342437744	630	2027-04-01
8.850798673315131	9.828334324361997	validation	2028-10-01	9.798771858215332	5.2636146545410165	normalized_fitness	simulated_sample_3	2028-10-01	simulated	7.434053897857666	630	2027-10-01
8.364833656609576	8.763936013798006	validation	2029-04-01	10.142375946044922	4.758584976196289	normalized_fitness	simulated_sample_3	2029-04-01	simulated	6.5883612632751465	630	2028-04-01
7.366452192221156	8.533283295271984	validation	2029-10-01	8.827465057373047	4.664517402648926	normalized_fitness	simulated_sample_3	2029-10-01	simulated	5.868517875671388	630	2028-10-01
8.53048591125152	8.658690097949997	validation	2030-04-01	9.13919734954834	4.080113410949707	normalized_fitness	simulated_sample_3	2030-04-01	simulated	6.933292865753174	630	2029-04-01
6.919483845803557	9.69787256239	validation	2030-10-01	8.675748825073242	4.457646369934082	normalized_fitness	simulated_sample_3	2030-10-01	simulated	5.694393157958984	630	2029-10-01
7.691045241036204	8.506376976652001	validation	2031-04-01	8.897302627563477	5.033621788024902	normalized_fitness	simulated_sample_3	2031-04-01	simulated	6.5554747581481925	630	2030-04-01
9.631984426262148	8.074936203013996	validation	2031-10-01	11.213544845581056	5.562605857849121	normalized_fitness	simulated_sample_3	2031-10-01	simulated	8.662528038024902	630	2030-10-01
8.887589139032846	7.737796974908003	validation	2032-04-01	11.274543762207033	5.817165851593018	normalized_fitness	simulated_sample_3	2032-04-01	simulated	8.464760780334473	630	2031-04-01
6.703301654131732	8.582242122319999	validation	2032-10-01	8.112485885620117	4.156171798706056	normalized_fitness	simulated_sample_3	2032-10-01	simulated	5.2145094871521	630	2031-10-01
7.318139113074107	8.667964721333995	validation	2033-04-01	7.566833972930907	3.7286555767059326	normalized_fitness	simulated_sample_3	2033-04-01	simulated	6.177446365356445	630	2032-04-01
9.31059954264954	7.536175252210004	validation	2033-10-01	9.075377464294434	4.591598510742188	normalized_fitness	simulated_sample_3	2033-10-01	simulated	8.504724502563478	630	2032-10-01
6.377381414671277	8.491161514726008	validation	2034-04-01	8.042771339416504	4.256805419921875	normalized_fitness	simulated_sample_3	2034-04-01	simulated	5.2475361824035645	630	2033-04-01
7.739112251015862	7.971800384174003	validation	2034-10-01	9.798734664916992	4.49855899810791	normalized_fitness	simulated_sample_3	2034-10-01	simulated	6.895818710327148	630	2033-10-01
5.04954876587273	8.122838474983997	validation	2035-04-01	10.012824058532717	4.250570297241212	normalized_fitness	simulated_sample_3	2035-04-01	simulated	4.688610076904297	630	2034-04-01
6.91810921356825	9.719453672458	validation	2035-10-01	8.239439010620117	4.487292766571045	normalized_fitness	simulated_sample_3	2035-10-01	simulated	5.418359756469727	630	2034-10-01
8.355562113628801	10.374733690232	validation	2036-04-01	8.096508979797362	4.763169765472412	normalized_fitness	simulated_sample_3	2036-04-01	simulated	6.4543519020080575	630	2035-04-01
6.94900167986558	9.286524938412008	validation	2036-10-01	7.909486770629883	3.3251097202301025	normalized_fitness	simulated_sample_3	2036-10-01	simulated	4.495227813720703	630	2035-10-01
7.2688178130275265	5.6066727234180025	validation	2037-04-01	8.868370056152344	4.187769412994385	normalized_fitness	simulated_sample_3	2037-04-01	simulated	6.136794567108152	630	2036-04-01
8.853844000442608	6.616510491038	validation	2037-10-01	8.721632957458496	4.502758979797363	normalized_fitness	simulated_sample_3	2037-10-01	simulated	7.928722381591798	630	2036-10-01
5.685202796510715	5.352808357684	validation	2038-04-01	6.3821067810058585	4.2280097007751465	normalized_fitness	simulated_sample_3	2038-04-01	simulated	5.339162349700928	630	2037-04-01
6.7835685701581285	7.290070272527993	validation	2038-10-01	7.457705974578857	4.831350803375244	normalized_fitness	simulated_sample_3	2038-10-01	simulated	5.917696952819824	630	2037-10-01
5.818543954858012	8.196229306242005	validation	2039-04-01	5.239253044128418	3.1054012775421143	normalized_fitness	simulated_sample_3	2039-04-01	simulated	4.156554698944092	630	2038-04-01
7.986077794677793	9.258813735699995	validation	2039-10-01	8.122015953063965	4.593120098114014	normalized_fitness	simulated_sample_3	2039-10-01	simulated	6.603503227233888	630	2038-10-01
