strain	generation	fitness	num_date	date	year	month
sample_10000_1	10000	0.13293028891219244	2050.0	2050-01-01	2050	1
sample_10000_10	10000	0.15228781515380288	2050.0	2050-01-01	2050	1
sample_10000_100	10000	0.14659256860594552	2050.0	2050-01-01	2050	1
sample_10000_11	10000	0.15097147068548394	2050.0	2050-01-01	2050	1
sample_10000_12	10000	0.13193331174535095	2050.0	2050-01-01	2050	1
sample_10000_13	10000	0.09575580889307313	2050.0	2050-01-01	2050	1
sample_10000_14	10000	0.15970372306742953	2050.0	2050-01-01	2050	1
sample_10000_15	10000	0.1407549400495421	2050.0	2050-01-01	2050	1
sample_10000_16	10000	0.13779863826685046	2050.0	2050-01-01	2050	1
sample_10000_17	10000	0.14820184096484848	2050.0	2050-01-01	2050	1
sample_10000_18	10000	0.14328372032667155	2050.0	2050-01-01	2050	1
sample_10000_19	10000	0.16651809478013124	2050.0	2050-01-01	2050	1
sample_10000_2	10000	0.12647415176706547	2050.0	2050-01-01	2050	1
sample_10000_20	10000	0.15310959807427832	2050.0	2050-01-01	2050	1
sample_10000_21	10000	0.11423171791949045	2050.0	2050-01-01	2050	1
sample_10000_22	10000	0.15430796695362686	2050.0	2050-01-01	2050	1
sample_10000_23	10000	0.164345777672759	2050.0	2050-01-01	2050	1
sample_10000_24	10000	0.12860960664636065	2050.0	2050-01-01	2050	1
sample_10000_25	10000	0.1385660236764821	2050.0	2050-01-01	2050	1
sample_10000_26	10000	0.09721401918078493	2050.0	2050-01-01	2050	1
sample_10000_27	10000	0.13676359774744448	2050.0	2050-01-01	2050	1
sample_10000_28	10000	0.10974672670544824	2050.0	2050-01-01	2050	1
sample_10000_29	10000	0.1594595773073421	2050.0	2050-01-01	2050	1
sample_10000_3	10000	0.16052359009846665	2050.0	2050-01-01	2050	1
sample_10000_30	10000	0.1482830542961277	2050.0	2050-01-01	2050	1
sample_10000_32	10000	0.14328372032667155	2050.0	2050-01-01	2050	1
sample_10000_33	10000	0.15952738775716735	2050.0	2050-01-01	2050	1
sample_10000_34	10000	0.09551216379594267	2050.0	2050-01-01	2050	1
sample_10000_35	10000	0.1309438119072608	2050.0	2050-01-01	2050	1
sample_10000_36	10000	0.11166150426630196	2050.0	2050-01-01	2050	1
sample_10000_37	10000	0.14001969932860092	2050.0	2050-01-01	2050	1
sample_10000_38	10000	0.14869292780708473	2050.0	2050-01-01	2050	1
sample_10000_39	10000	0.15430796695362686	2050.0	2050-01-01	2050	1
sample_10000_4	10000	0.16440392713539295	2050.0	2050-01-01	2050	1
sample_10000_40	10000	0.1289648122310806	2050.0	2050-01-01	2050	1
sample_10000_41	10000	0.1540496982820558	2050.0	2050-01-01	2050	1
sample_10000_42	10000	0.11283959879497828	2050.0	2050-01-01	2050	1
sample_10000_43	10000	0.15952738775716735	2050.0	2050-01-01	2050	1
sample_10000_44	10000	0.1323040390364067	2050.0	2050-01-01	2050	1
sample_10000_45	10000	0.12117280955775828	2050.0	2050-01-01	2050	1
sample_10000_46	10000	0.16148423351327146	2050.0	2050-01-01	2050	1
sample_10000_47	10000	0.1053617517686996	2050.0	2050-01-01	2050	1
sample_10000_49	10000	0.14122484449106978	2050.0	2050-01-01	2050	1
sample_10000_5	10000	0.14570196208510738	2050.0	2050-01-01	2050	1
sample_10000_50	10000	0.14659256860594552	2050.0	2050-01-01	2050	1
sample_10000_51	10000	0.1149620257173365	2050.0	2050-01-01	2050	1
sample_10000_52	10000	0.14363349777182785	2050.0	2050-01-01	2050	1
sample_10000_53	10000	0.16089243999329594	2050.0	2050-01-01	2050	1
sample_10000_54	10000	0.1501095975589005	2050.0	2050-01-01	2050	1
sample_10000_55	10000	0.1533198955219827	2050.0	2050-01-01	2050	1
sample_10000_58	10000	0.13887717025826418	2050.0	2050-01-01	2050	1
sample_10000_59	10000	0.13291185452400914	2050.0	2050-01-01	2050	1
sample_10000_6	10000	0.1411029343355763	2050.0	2050-01-01	2050	1
sample_10000_61	10000	0.1454541181705644	2050.0	2050-01-01	2050	1
sample_10000_62	10000	0.15199334744932244	2050.0	2050-01-01	2050	1
sample_10000_63	10000	0.15952738775716735	2050.0	2050-01-01	2050	1
sample_10000_64	10000	0.1565021883175696	2050.0	2050-01-01	2050	1
sample_10000_65	10000	0.15952738775716735	2050.0	2050-01-01	2050	1
sample_10000_66	10000	0.1533198955219827	2050.0	2050-01-01	2050	1
sample_10000_67	10000	0.13193331174535095	2050.0	2050-01-01	2050	1
sample_10000_69	10000	0.11595239193428215	2050.0	2050-01-01	2050	1
sample_10000_70	10000	0.1234463735629015	2050.0	2050-01-01	2050	1
sample_10000_71	10000	0.1371018965725137	2050.0	2050-01-01	2050	1
sample_10000_72	10000	0.16093558460820878	2050.0	2050-01-01	2050	1
sample_10000_73	10000	0.12668046254666518	2050.0	2050-01-01	2050	1
sample_10000_75	10000	0.14824100654417222	2050.0	2050-01-01	2050	1
sample_10000_76	10000	0.1371555891241025	2050.0	2050-01-01	2050	1
sample_10000_77	10000	0.15970372306742953	2050.0	2050-01-01	2050	1
sample_10000_78	10000	0.15986465412533074	2050.0	2050-01-01	2050	1
sample_10000_79	10000	0.13934873099142198	2050.0	2050-01-01	2050	1
sample_10000_8	10000	0.1080155768675388	2050.0	2050-01-01	2050	1
sample_10000_80	10000	0.1289648122310806	2050.0	2050-01-01	2050	1
sample_10000_81	10000	0.12727892632205592	2050.0	2050-01-01	2050	1
sample_10000_82	10000	0.15430796695362686	2050.0	2050-01-01	2050	1
sample_10000_83	10000	0.15951643466614562	2050.0	2050-01-01	2050	1
sample_10000_84	10000	0.12218427431984072	2050.0	2050-01-01	2050	1
sample_10000_85	10000	0.016269959173707955	2050.0	2050-01-01	2050	1
sample_10000_87	10000	0.15952738775716735	2050.0	2050-01-01	2050	1
sample_10000_88	10000	0.13926740951200708	2050.0	2050-01-01	2050	1
sample_10000_89	10000	0.15430796695362686	2050.0	2050-01-01	2050	1
sample_10000_9	10000	0.15528634808872388	2050.0	2050-01-01	2050	1
sample_10000_90	10000	0.15744650896317053	2050.0	2050-01-01	2050	1
sample_10000_91	10000	0.1162914983958418	2050.0	2050-01-01	2050	1
sample_10000_92	10000	0.16651809478013124	2050.0	2050-01-01	2050	1
sample_10000_93	10000	0.14160091899121766	2050.0	2050-01-01	2050	1
sample_10000_94	10000	0.1520667978284555	2050.0	2050-01-01	2050	1
sample_10000_95	10000	0.1604071876033267	2050.0	2050-01-01	2050	1
sample_10000_96	10000	0.15287550433158598	2050.0	2050-01-01	2050	1
sample_10000_97	10000	0.15430796695362686	2050.0	2050-01-01	2050	1
sample_10000_99	10000	0.15083603769717024	2050.0	2050-01-01	2050	1
sample_2000_1	2000	0.6928637997422432	2010.0	2010-01-01	2010	1
sample_2000_10	2000	0.7214703047082391	2010.0	2010-01-01	2010	1
sample_2000_100	2000	0.5712421505103661	2010.0	2010-01-01	2010	1
sample_2000_11	2000	0.7007465540607656	2010.0	2010-01-01	2010	1
sample_2000_14	2000	0.6717852130567998	2010.0	2010-01-01	2010	1
sample_2000_23	2000	0.6381771612751358	2010.0	2010-01-01	2010	1
sample_2000_35	2000	0.7043759319329553	2010.0	2010-01-01	2010	1
sample_2000_39	2000	0.6692462595671342	2010.0	2010-01-01	2010	1
sample_2000_4	2000	0.7085453423386462	2010.0	2010-01-01	2010	1
sample_2000_44	2000	0.6913854732998272	2010.0	2010-01-01	2010	1
sample_2000_49	2000	0.5444381509373161	2010.0	2010-01-01	2010	1
sample_2000_59	2000	0.6936827352316237	2010.0	2010-01-01	2010	1
sample_2000_71	2000	0.6114409243945569	2010.0	2010-01-01	2010	1
sample_2000_72	2000	0.6955759437029723	2010.0	2010-01-01	2010	1
sample_2000_74	2000	0.5403240087387972	2010.0	2010-01-01	2010	1
sample_2000_76	2000	0.6854131820667558	2010.0	2010-01-01	2010	1
sample_2000_8	2000	0.6757551928003183	2010.0	2010-01-01	2010	1
sample_2000_82	2000	0.6297990249067007	2010.0	2010-01-01	2010	1
sample_2000_84	2000	0.6250755322199004	2010.0	2010-01-01	2010	1
sample_2000_85	2000	0.5697992051633788	2010.0	2010-01-01	2010	1
sample_2000_90	2000	0.6670666774553052	2010.0	2010-01-01	2010	1
sample_2000_96	2000	0.6884395907467166	2010.0	2010-01-01	2010	1
sample_2004_1	2004	0.5356939595179216	2010.02	2010-01-07	2010	1
sample_2004_24	2004	0.06778490128579727	2010.02	2010-01-07	2010	1
sample_2004_25	2004	0.7116655406283258	2010.02	2010-01-07	2010	1
sample_2004_27	2004	0.6734485796176127	2010.02	2010-01-07	2010	1
sample_2004_37	2004	0.5607451581301459	2010.02	2010-01-07	2010	1
sample_2004_47	2004	0.5952155105754685	2010.02	2010-01-07	2010	1
sample_2004_50	2004	0.6975610286291327	2010.02	2010-01-07	2010	1
sample_2004_58	2004	0.5451452186660912	2010.02	2010-01-07	2010	1
sample_2004_62	2004	0.6009950849584347	2010.02	2010-01-07	2010	1
sample_2004_65	2004	0.6232241437295318	2010.02	2010-01-07	2010	1
sample_2004_69	2004	0.4730711577580199	2010.02	2010-01-07	2010	1
sample_2004_74	2004	0.6167232156537183	2010.02	2010-01-07	2010	1
sample_2004_79	2004	0.6613505673060761	2010.02	2010-01-07	2010	1
sample_2004_8	2004	0.6682765810032757	2010.02	2010-01-07	2010	1
sample_2004_80	2004	0.647499291042522	2010.02	2010-01-07	2010	1
sample_2004_82	2004	0.6157854158532304	2010.02	2010-01-07	2010	1
sample_2008_1	2008	0.697809465470146	2010.04	2010-01-14	2010	1
sample_2008_11	2008	0.7194677841323827	2010.04	2010-01-14	2010	1
sample_2008_15	2008	0.498122041771367	2010.04	2010-01-14	2010	1
sample_2008_16	2008	0.6311494572113057	2010.04	2010-01-14	2010	1
sample_2008_19	2008	0.675661871184546	2010.04	2010-01-14	2010	1
sample_2008_2	2008	0.6662133159452671	2010.04	2010-01-14	2010	1
